EMAIL_ID,RECIPIENT_EMAIL,SUBJECT,HTML_CONTENT,CREATED_AT,TICKER,RATING,SENTIMENT
EMAIL_003,trading.desk@hedgefund.com,ICBG Q2 Results: Open Architecture Driving Massive Growth,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #10B981;"">ICBG Q2 FY2025 Results Beat</h2>
<p><strong>Date:</strong> August 24, 2024</p>
<p>Best regards,<br><strong>Jennifer Walsh</strong><br>Emerging Cloud Platforms</p>
</body></html>",2024-08-24T16:45:00,ICBG,None,positive
EMAIL_003,trading.desk@hedgefund.com,ICBG Q2 Results: Open Architecture Driving Massive Growth,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #10B981;"">ICBG Q2 FY2025 Results Beat</h2>
<p><strong>Date:</strong> August 24, 2024</p>
<p>Best regards,<br><strong>Jennifer Walsh</strong><br>Emerging Cloud Platforms</p>
</body></html>",2024-08-24T16:45:00,DFLX,None,positive
EMAIL_003,trading.desk@hedgefund.com,ICBG Q2 Results: Open Architecture Driving Massive Growth,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #10B981;"">ICBG Q2 FY2025 Results Beat</h2>
<p><strong>Date:</strong> August 24, 2024</p>
<p>Best regards,<br><strong>Jennifer Walsh</strong><br>Emerging Cloud Platforms</p>
</body></html>",2024-08-24T16:45:00,QRYQ,None,positive
EMAIL_003,trading.desk@hedgefund.com,ICBG Q2 Results: Open Architecture Driving Massive Growth,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #10B981;"">ICBG Q2 FY2025 Results Beat</h2>
<p><strong>Date:</strong> August 24, 2024</p>
<p>Best regards,<br><strong>Jennifer Walsh</strong><br>Emerging Cloud Platforms</p>
</body></html>",2024-08-24T16:45:00,STRM,None,positive
EMAIL_003,trading.desk@hedgefund.com,ICBG Q2 Results: Open Architecture Driving Massive Growth,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #10B981;"">ICBG Q2 FY2025 Results Beat</h2>
<p><strong>Date:</strong> August 24, 2024</p>
<p>Best regards,<br><strong>Jennifer Walsh</strong><br>Emerging Cloud Platforms</p>
</body></html>",2024-08-24T16:45:00,VLTA,None,positive
EMAIL_004,analyst.team@morganstanley.com,CTLG Earnings: Data Governance Platform Seeing Enterprise Adoption,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #6366F1;"">CatalogX (CTLG): Data Governance Wave</h2>
<p><strong>Date:</strong> September 5, 2024</p>
<p>Best regards,<br><strong>Michael Torres</strong><br>Enterprise SaaS Coverage</p>
</body></html>",2024-09-05T11:20:00,CTLG,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,SNOW,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,NRNT,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,VLTA,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,STRM,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,QRYQ,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,DFLX,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,ICBG,BUY,neutral
EMAIL_005,investment.committee@blackrock.com,STRM + VLTA Partnership: Implications for AI Infrastructure Stack,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #06B6D4;"">STRM + VLTA Strategic Partnership Analysis</h2>
<p><strong>Date:</strong> July 18, 2024</p>
<p>Best regards,<br><strong>Lisa Rodriguez</strong><br>AI Infrastructure Team</p>
</body></html>",2024-07-18T14:05:00,CTLG,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,STRM,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,QRYQ,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,ICBG,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,CTLG,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,SNOW,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,VLTA,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,NRNT,BUY,neutral
EMAIL_006,sector.team@jpmorgan.com,DFLX Business Model Analysis: The Switzerland of BI,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #8B5CF6;"">DataFlex Analytics (DFLX): Platform-Agnostic BI Layer</h2>
<p><strong>Date:</strong> June 12, 2024</p>
<p>Best regards,<br><strong>Robert Chen</strong><br>BI & Analytics Coverage</p>
</body></html>",2024-06-12T10:30:00,DFLX,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,SNOW,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,CTLG,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,ICBG,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,DFLX,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,QRYQ,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,STRM,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,VLTA,BUY,neutral
EMAIL_007,compliance@regulatoryinvest.com,Multi-Cloud Data Platform Ecosystem Map & Investment Framework,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #29B5E8;"">2024 Cloud Data Platform Ecosystem Analysis</h2>
<p><strong>Date:</strong> May 20, 2024</p>
<p>Best regards,<br><strong>Thomas Wright</strong><br>Cloud Infrastructure Portfolio Strategy</p>
</body></html>",2024-05-20T08:00:00,NRNT,BUY,neutral
EMAIL_008,quant.team@renaissancetech.com,NRNT Delisting: Black Swan Event Analysis & Portfolio Implications,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #DC2626;"">NRNT Delisting: Retrospective & Lessons Learned</h2>
<p><strong>Date:</strong> December 10, 2024</p>
<p>Best regards,<br><strong>Alexandra Patel</strong><br>Quantitative Research, Special Situations</p>
</body></html>",2024-12-10T13:45:00,ICBG,None,neutral
EMAIL_008,quant.team@renaissancetech.com,NRNT Delisting: Black Swan Event Analysis & Portfolio Implications,"<html><body style=""font-family: Arial, sans-serif; max-width: 800px; margin: 0 auto; padding: 20px;"">
<h2 style=""color: #DC2626;"">NRNT Delisting: Retrospective & Lessons Learned</h2>
<p><strong>Date:</strong> December 10, 2024</p>
<p>Best regards,<br><strong>Alexandra Patel</strong><br>Quantitative Research, Special Situations</p>
</body></html>",2024-12-10T13:45:00,DFLX,None,neutral
